idHabilidadeusuario;idUsuario;descNomeHabilidade;descNivelHabilidade;dtCriacao
1047;f60da7f3-111a-474d-b473-fb7e94db7651;Estatística descritiva;00. Não esperada;2025-02-28 02:58:57
1048;f60da7f3-111a-474d-b473-fb7e94db7651;ETL;02. Iniciante;2025-02-28 02:58:57
1049;f60da7f3-111a-474d-b473-fb7e94db7651;Gestão / Liderança;03. Profissional;2025-02-28 02:58:57
1050;f60da7f3-111a-474d-b473-fb7e94db7651;Git / GitHub / GitLab / BitBucket;02. Iniciante;2025-02-28 02:58:57
1051;f60da7f3-111a-474d-b473-fb7e94db7651;Inteligência Emocional;03. Profissional;2025-02-28 02:58:57
1052;f60da7f3-111a-474d-b473-fb7e94db7651;Machine Learning - Agrupamento;00. Não esperada;2025-02-28 02:58:57
1053;f60da7f3-111a-474d-b473-fb7e94db7651;Machine Learning - Associação;00. Não esperada;2025-02-28 02:58:57
1054;f60da7f3-111a-474d-b473-fb7e94db7651;Machine Learning - Classificação;00. Não esperada;2025-02-28 02:58:57
1055;f60da7f3-111a-474d-b473-fb7e94db7651;Machine Learning - Regressão;00. Não esperada;2025-02-28 02:58:57
1056;f60da7f3-111a-474d-b473-fb7e94db7651;Negociação;01. Aprendiz;2025-02-28 02:58:57
1057;f60da7f3-111a-474d-b473-fb7e94db7651;Python / R / Julia;01. Aprendiz;2025-02-28 02:58:57
1058;f60da7f3-111a-474d-b473-fb7e94db7651;Simplificação;01. Aprendiz;2025-02-28 02:58:57
1059;f60da7f3-111a-474d-b473-fb7e94db7651;SQL;02. Iniciante;2025-02-28 02:58:57
1060;f60da7f3-111a-474d-b473-fb7e94db7651;Teste de hipótese e Teste A/B;01. Aprendiz;2025-02-28 02:58:57
1061;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Apresentação / Storytelling;02. Iniciante;2025-02-28 03:12:50
1062;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Cloud;02. Iniciante;2025-02-28 03:12:50
1063;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Comunicação;02. Iniciante;2025-02-28 03:12:50
1064;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Data Visualization;01. Aprendiz;2025-02-28 03:12:50
1065;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Docker;03. Profissional;2025-02-28 03:12:50
1066;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Estatística descritiva;01. Aprendiz;2025-02-28 03:12:50
1067;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;ETL;01. Aprendiz;2025-02-28 03:12:50
1068;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Gestão / Liderança;01. Aprendiz;2025-02-28 03:12:50
1069;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Git / GitHub / GitLab / BitBucket;03. Profissional;2025-02-28 03:12:50
1070;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Inteligência Emocional;03. Profissional;2025-02-28 03:12:50
1071;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Machine Learning - Agrupamento;01. Aprendiz;2025-02-28 03:12:50
1072;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Machine Learning - Associação;01. Aprendiz;2025-02-28 03:12:50
1073;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Machine Learning - Classificação;01. Aprendiz;2025-02-28 03:12:50
1074;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Machine Learning - Regressão;01. Aprendiz;2025-02-28 03:12:50
1075;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Negociação;02. Iniciante;2025-02-28 03:12:50
1076;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Orquestrador de Pipelines;01. Aprendiz;2025-02-28 03:12:50
1077;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Python / R / Julia;03. Profissional;2025-02-28 03:12:50
1078;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Simplificação;03. Profissional;2025-02-28 03:12:50
1079;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;SQL;02. Iniciante;2025-02-28 03:12:50
1080;d88ec4ce-d3bc-459e-8a43-d8635a40ac7f;Teste de hipótese e Teste A/B;01. Aprendiz;2025-02-28 03:12:50
1081;e1398058-3728-4edf-80b1-da751e8cea4b;Apresentação / Storytelling;03. Profissional;2025-02-28 03:26:54
1082;e1398058-3728-4edf-80b1-da751e8cea4b;Cloud;00. Não esperada;2025-02-28 03:26:54
1083;e1398058-3728-4edf-80b1-da751e8cea4b;Comunicação;03. Profissional;2025-02-28 03:26:54
1084;e1398058-3728-4edf-80b1-da751e8cea4b;Data Visualization;03. Profissional;2025-02-28 03:26:54
1085;e1398058-3728-4edf-80b1-da751e8cea4b;Docker;01. Aprendiz;2025-02-28 03:26:54
1086;e1398058-3728-4edf-80b1-da751e8cea4b;Estatística descritiva;03. Profissional;2025-02-28 03:26:54
1087;e1398058-3728-4edf-80b1-da751e8cea4b;ETL;02. Iniciante;2025-02-28 03:26:54
1088;e1398058-3728-4edf-80b1-da751e8cea4b;Gestão / Liderança;00. Não esperada;2025-02-28 03:26:54
1089;e1398058-3728-4edf-80b1-da751e8cea4b;Git / GitHub / GitLab / BitBucket;03. Profissional;2025-02-28 03:26:54
1090;e1398058-3728-4edf-80b1-da751e8cea4b;Inteligência Emocional;03. Profissional;2025-02-28 03:26:54
1091;e1398058-3728-4edf-80b1-da751e8cea4b;Machine Learning - Agrupamento;03. Profissional;2025-02-28 03:26:54
1092;e1398058-3728-4edf-80b1-da751e8cea4b;Machine Learning - Associação;03. Profissional;2025-02-28 03:26:54
1093;e1398058-3728-4edf-80b1-da751e8cea4b;Machine Learning - Classificação;04. Expert;2025-02-28 03:26:54
1094;e1398058-3728-4edf-80b1-da751e8cea4b;Machine Learning - Regressão;04. Expert;2025-02-28 03:26:54
1095;e1398058-3728-4edf-80b1-da751e8cea4b;Negociação;01. Aprendiz;2025-02-28 03:26:54
1096;e1398058-3728-4edf-80b1-da751e8cea4b;Orquestrador de Pipelines;01. Aprendiz;2025-02-28 03:26:54
1097;e1398058-3728-4edf-80b1-da751e8cea4b;Python / R / Julia;04. Expert;2025-02-28 03:26:54
1098;e1398058-3728-4edf-80b1-da751e8cea4b;Simplificação;03. Profissional;2025-02-28 03:26:55
1099;e1398058-3728-4edf-80b1-da751e8cea4b;SQL;02. Iniciante;2025-02-28 03:26:55
1100;e1398058-3728-4edf-80b1-da751e8cea4b;Teste de hipótese e Teste A/B;03. Profissional;2025-02-28 03:26:55
1101;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Apache Spark;04. Expert;2025-02-28 05:33:19
1102;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Cloud;03. Profissional;2025-02-28 05:33:19
1103;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Comunicação;04. Expert;2025-02-28 05:33:19
1104;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Docker;04. Expert;2025-02-28 05:33:19
1105;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;ETL;05. Professor;2025-02-28 05:33:19
1106;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Gestão / Liderança;04. Expert;2025-02-28 05:33:19
1107;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Git / GitHub / GitLab / BitBucket;04. Expert;2025-02-28 05:33:19
1108;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;IaC;03. Profissional;2025-02-28 05:33:19
1109;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Kubernetes;03. Profissional;2025-02-28 05:33:19
1110;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Machine Learning - Classificação;03. Profissional;2025-02-28 05:33:19
1111;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Machine Learning - Regressão;03. Profissional;2025-02-28 05:33:19
1112;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Mensageria;03. Profissional;2025-02-28 05:33:19
1113;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Modelagem de dados;05. Professor;2025-02-28 05:33:19
1114;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Negociação;03. Profissional;2025-02-28 05:33:19
1115;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Orquestrador de Pipelines;04. Expert;2025-02-28 05:33:19
1116;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Python / R / Julia;04. Expert;2025-02-28 05:33:19
1117;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;Simplificação;04. Expert;2025-02-28 05:33:19
1118;12d6a4ab-bebc-4183-85ac-4e9c44a5015c;SQL;05. Professor;2025-02-28 05:33:19
1119;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Apresentação / Storytelling;00. Não esperada;2025-02-28 11:32:24
1120;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Comunicação;00. Não esperada;2025-02-28 11:32:24
1121;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Data Visualization;00. Não esperada;2025-02-28 11:32:24
1122;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Estatística descritiva;00. Não esperada;2025-02-28 11:32:24
1123;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;ETL;00. Não esperada;2025-02-28 11:32:24
1124;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Gestão / Liderança;00. Não esperada;2025-02-28 11:32:24
1125;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Git / GitHub / GitLab / BitBucket;00. Não esperada;2025-02-28 11:32:24
1126;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Inteligência Emocional;00. Não esperada;2025-02-28 11:32:24
1127;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Machine Learning - Agrupamento;00. Não esperada;2025-02-28 11:32:24
1128;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Machine Learning - Associação;00. Não esperada;2025-02-28 11:32:24
1129;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Machine Learning - Classificação;00. Não esperada;2025-02-28 11:32:24
1130;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Machine Learning - Regressão;00. Não esperada;2025-02-28 11:32:24
1131;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Negociação;00. Não esperada;2025-02-28 11:32:24
1132;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Python / R / Julia;00. Não esperada;2025-02-28 11:32:24
1133;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Simplificação;00. Não esperada;2025-02-28 11:32:24
1134;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;SQL;00. Não esperada;2025-02-28 11:32:24
1135;4ff8ffcc-dc0d-4e66-bac5-0737b5c025f8;Teste de hipótese e Teste A/B;00. Não esperada;2025-02-28 11:32:25
1136;89a76c06-ea6e-4e75-8968-51b0237e4a62;Apresentação / Storytelling;03. Profissional;2025-02-28 11:59:58
1137;89a76c06-ea6e-4e75-8968-51b0237e4a62;Comunicação;03. Profissional;2025-02-28 11:59:58
1138;89a76c06-ea6e-4e75-8968-51b0237e4a62;Data Visualization;02. Iniciante;2025-02-28 11:59:58
1139;89a76c06-ea6e-4e75-8968-51b0237e4a62;Estatística descritiva;01. Aprendiz;2025-02-28 11:59:58
1140;89a76c06-ea6e-4e75-8968-51b0237e4a62;ETL;01. Aprendiz;2025-02-28 11:59:58
1141;89a76c06-ea6e-4e75-8968-51b0237e4a62;Gestão / Liderança;01. Aprendiz;2025-02-28 11:59:58
1142;89a76c06-ea6e-4e75-8968-51b0237e4a62;Git / GitHub / GitLab / BitBucket;00. Não esperada;2025-02-28 11:59:58
1143;89a76c06-ea6e-4e75-8968-51b0237e4a62;Inteligência Emocional;03. Profissional;2025-02-28 11:59:58
1144;89a76c06-ea6e-4e75-8968-51b0237e4a62;Machine Learning - Agrupamento;00. Não esperada;2025-02-28 11:59:58
1145;89a76c06-ea6e-4e75-8968-51b0237e4a62;Machine Learning - Associação;00. Não esperada;2025-02-28 11:59:58
1146;89a76c06-ea6e-4e75-8968-51b0237e4a62;Machine Learning - Classificação;00. Não esperada;2025-02-28 11:59:58
1147;89a76c06-ea6e-4e75-8968-51b0237e4a62;Machine Learning - Regressão;00. Não esperada;2025-02-28 11:59:58
1148;89a76c06-ea6e-4e75-8968-51b0237e4a62;Negociação;02. Iniciante;2025-02-28 11:59:58
1149;89a76c06-ea6e-4e75-8968-51b0237e4a62;Python / R / Julia;01. Aprendiz;2025-02-28 11:59:58
1150;89a76c06-ea6e-4e75-8968-51b0237e4a62;Simplificação;02. Iniciante;2025-02-28 11:59:58
1151;89a76c06-ea6e-4e75-8968-51b0237e4a62;SQL;02. Iniciante;2025-02-28 11:59:58
1152;89a76c06-ea6e-4e75-8968-51b0237e4a62;Teste de hipótese e Teste A/B;01. Aprendiz;2025-02-28 11:59:58
1153;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Apache Spark;04. Expert;2025-02-28 12:00:33
1154;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Cloud;03. Profissional;2025-02-28 12:00:33
1155;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Comunicação;03. Profissional;2025-02-28 12:00:33
1156;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Docker;02. Iniciante;2025-02-28 12:00:33
1157;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;ETL;04. Expert;2025-02-28 12:00:33
1158;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Gestão / Liderança;01. Aprendiz;2025-02-28 12:00:33
1159;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Git / GitHub / GitLab / BitBucket;04. Expert;2025-02-28 12:00:33
1160;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;IaC;04. Expert;2025-02-28 12:00:33
1161;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Kubernetes;02. Iniciante;2025-02-28 12:00:33
1162;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Machine Learning - Classificação;01. Aprendiz;2025-02-28 12:00:33
1163;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Machine Learning - Regressão;01. Aprendiz;2025-02-28 12:00:33
1164;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Mensageria;02. Iniciante;2025-02-28 12:00:33
1165;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Modelagem de dados;03. Profissional;2025-02-28 12:00:33
1166;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Negociação;02. Iniciante;2025-02-28 12:00:33
1167;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Orquestrador de Pipelines;04. Expert;2025-02-28 12:00:33
1168;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Python / R / Julia;04. Expert;2025-02-28 12:00:33
1169;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;Simplificação;04. Expert;2025-02-28 12:00:33
1170;6b86e8a9-c645-4aac-8906-0c28cfa14bd5;SQL;04. Expert;2025-02-28 12:00:33
1171;190967fa-be7e-445a-a6ca-06af2b9c315e;Apresentação / Storytelling;01. Aprendiz;2025-02-28 12:01:33
1172;190967fa-be7e-445a-a6ca-06af2b9c315e;Comunicação;01. Aprendiz;2025-02-28 12:01:33
1173;190967fa-be7e-445a-a6ca-06af2b9c315e;Data Visualization;01. Aprendiz;2025-02-28 12:01:33
1174;190967fa-be7e-445a-a6ca-06af2b9c315e;Estatística descritiva;01. Aprendiz;2025-02-28 12:01:33
1175;190967fa-be7e-445a-a6ca-06af2b9c315e;ETL;01. Aprendiz;2025-02-28 12:01:33
1176;190967fa-be7e-445a-a6ca-06af2b9c315e;Gestão / Liderança;01. Aprendiz;2025-02-28 12:01:33
1177;190967fa-be7e-445a-a6ca-06af2b9c315e;Git / GitHub / GitLab / BitBucket;01. Aprendiz;2025-02-28 12:01:33
1178;190967fa-be7e-445a-a6ca-06af2b9c315e;Inteligência Emocional;01. Aprendiz;2025-02-28 12:01:33
1179;190967fa-be7e-445a-a6ca-06af2b9c315e;Machine Learning - Agrupamento;01. Aprendiz;2025-02-28 12:01:33
1180;190967fa-be7e-445a-a6ca-06af2b9c315e;Machine Learning - Associação;01. Aprendiz;2025-02-28 12:01:33
1181;190967fa-be7e-445a-a6ca-06af2b9c315e;Machine Learning - Classificação;;2025-02-28 12:01:33
1182;190967fa-be7e-445a-a6ca-06af2b9c315e;Machine Learning - Regressão;01. Aprendiz;2025-02-28 12:01:33
1183;190967fa-be7e-445a-a6ca-06af2b9c315e;Negociação;01. Aprendiz;2025-02-28 12:01:33
1184;190967fa-be7e-445a-a6ca-06af2b9c315e;Python / R / Julia;01. Aprendiz;2025-02-28 12:01:33
1185;190967fa-be7e-445a-a6ca-06af2b9c315e;Simplificação;01. Aprendiz;2025-02-28 12:01:33
1186;190967fa-be7e-445a-a6ca-06af2b9c315e;SQL;01. Aprendiz;2025-02-28 12:01:33
1187;190967fa-be7e-445a-a6ca-06af2b9c315e;Teste de hipótese e Teste A/B;01. Aprendiz;2025-02-28 12:01:33
1188;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Apresentação / Storytelling;02. Iniciante;2025-02-28 12:20:03
1189;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Comunicação;02. Iniciante;2025-02-28 12:20:03
1190;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Data Visualization;01. Aprendiz;2025-02-28 12:20:03
1191;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Estatística descritiva;00. Não esperada;2025-02-28 12:20:03
1192;0b604ce2-5751-4f44-8ff7-2cffd44d563b;ETL;00. Não esperada;2025-02-28 12:20:03
1193;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Gestão / Liderança;01. Aprendiz;2025-02-28 12:20:03
1194;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Git / GitHub / GitLab / BitBucket;01. Aprendiz;2025-02-28 12:20:03
1195;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Inteligência Emocional;02. Iniciante;2025-02-28 12:20:03
1196;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Machine Learning - Agrupamento;01. Aprendiz;2025-02-28 12:20:03
1197;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Machine Learning - Associação;01. Aprendiz;2025-02-28 12:20:03
1198;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Machine Learning - Classificação;00. Não esperada;2025-02-28 12:20:03
1199;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Machine Learning - Regressão;00. Não esperada;2025-02-28 12:20:03
1200;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Negociação;01. Aprendiz;2025-02-28 12:20:03
1201;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Python / R / Julia;01. Aprendiz;2025-02-28 12:20:03
1202;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Simplificação;02. Iniciante;2025-02-28 12:20:03
1203;0b604ce2-5751-4f44-8ff7-2cffd44d563b;SQL;02. Iniciante;2025-02-28 12:20:03
1204;0b604ce2-5751-4f44-8ff7-2cffd44d563b;Teste de hipótese e Teste A/B;02. Iniciante;2025-02-28 12:20:03
1205;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Apache Spark;02. Iniciante;2025-02-28 12:23:15
1206;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Cloud;01. Aprendiz;2025-02-28 12:23:15
1207;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Comunicação;04. Expert;2025-02-28 12:23:15
1208;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Docker;01. Aprendiz;2025-02-28 12:23:15
1209;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;ETL;02. Iniciante;2025-02-28 12:23:15
1210;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Gestão / Liderança;03. Profissional;2025-02-28 12:23:15
1211;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Git / GitHub / GitLab / BitBucket;03. Profissional;2025-02-28 12:23:15
1212;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;IaC;01. Aprendiz;2025-02-28 12:23:15
1213;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Kubernetes;01. Aprendiz;2025-02-28 12:23:15
1214;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Machine Learning - Classificação;02. Iniciante;2025-02-28 12:23:15
1215;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Machine Learning - Regressão;02. Iniciante;2025-02-28 12:23:15
1216;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Mensageria;00. Não esperada;2025-02-28 12:23:15
1217;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Modelagem de dados;01. Aprendiz;2025-02-28 12:23:15
1218;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Negociação;02. Iniciante;2025-02-28 12:23:15
1219;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Orquestrador de Pipelines;02. Iniciante;2025-02-28 12:23:15
1220;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Python / R / Julia;04. Expert;2025-02-28 12:23:15
1221;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Simplificação;03. Profissional;2025-02-28 12:23:15
1222;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;SQL;03. Profissional;2025-02-28 12:23:15
1223;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Apresentação / Storytelling;02. Iniciante;2025-02-28 12:24:01
1224;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Data Visualization;02. Iniciante;2025-02-28 12:24:01
1225;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Estatística descritiva;02. Iniciante;2025-02-28 12:24:01
1226;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Inteligência Emocional;03. Profissional;2025-02-28 12:24:01
1227;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Machine Learning - Agrupamento;02. Iniciante;2025-02-28 12:24:01
1228;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Machine Learning - Associação;02. Iniciante;2025-02-28 12:24:01
1229;b3cb5b0a-93aa-4ad3-894b-4231b4276fd5;Teste de hipótese e Teste A/B;02. Iniciante;2025-02-28 12:24:01
1230;39e4a8af-8109-429e-a1ec-656b83a66977;Apresentação / Storytelling;00. Não esperada;2025-02-28 12:32:09
1231;39e4a8af-8109-429e-a1ec-656b83a66977;Comunicação;00. Não esperada;2025-02-28 12:32:09
1232;39e4a8af-8109-429e-a1ec-656b83a66977;Data Visualization;00. Não esperada;2025-02-28 12:32:10
1233;39e4a8af-8109-429e-a1ec-656b83a66977;Estatística descritiva;00. Não esperada;2025-02-28 12:32:10
1234;39e4a8af-8109-429e-a1ec-656b83a66977;ETL;00. Não esperada;2025-02-28 12:32:10
1235;39e4a8af-8109-429e-a1ec-656b83a66977;Gestão / Liderança;00. Não esperada;2025-02-28 12:32:10
1236;39e4a8af-8109-429e-a1ec-656b83a66977;Git / GitHub / GitLab / BitBucket;00. Não esperada;2025-02-28 12:32:10
1237;39e4a8af-8109-429e-a1ec-656b83a66977;Inteligência Emocional;00. Não esperada;2025-02-28 12:32:10
1238;39e4a8af-8109-429e-a1ec-656b83a66977;Machine Learning - Agrupamento;00. Não esperada;2025-02-28 12:32:10
1239;39e4a8af-8109-429e-a1ec-656b83a66977;Machine Learning - Associação;00. Não esperada;2025-02-28 12:32:10
1240;39e4a8af-8109-429e-a1ec-656b83a66977;Machine Learning - Classificação;00. Não esperada;2025-02-28 12:32:10
1241;39e4a8af-8109-429e-a1ec-656b83a66977;Machine Learning - Regressão;00. Não esperada;2025-02-28 12:32:10
1242;39e4a8af-8109-429e-a1ec-656b83a66977;Negociação;00. Não esperada;2025-02-28 12:32:10
1243;39e4a8af-8109-429e-a1ec-656b83a66977;Python / R / Julia;00. Não esperada;2025-02-28 12:32:10
1244;39e4a8af-8109-429e-a1ec-656b83a66977;Simplificação;00. Não esperada;2025-02-28 12:32:10
1245;39e4a8af-8109-429e-a1ec-656b83a66977;SQL;00. Não esperada;2025-02-28 12:32:10
1246;39e4a8af-8109-429e-a1ec-656b83a66977;Teste de hipótese e Teste A/B;00. Não esperada;2025-02-28 12:32:10
1247;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Apresentação / Storytelling;02. Iniciante;2025-02-28 12:38:41
1248;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Cloud;03. Profissional;2025-02-28 12:38:41
1249;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Comunicação;03. Profissional;2025-02-28 12:38:41
1250;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Data Visualization;02. Iniciante;2025-02-28 12:38:41
1251;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Docker;04. Expert;2025-02-28 12:38:41
1252;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Estatística descritiva;02. Iniciante;2025-02-28 12:38:41
1253;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;ETL;04. Expert;2025-02-28 12:38:41
1254;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Gestão / Liderança;03. Profissional;2025-02-28 12:38:41
1255;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Git / GitHub / GitLab / BitBucket;04. Expert;2025-02-28 12:38:41
1256;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Inteligência Emocional;02. Iniciante;2025-02-28 12:38:41
1257;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Machine Learning - Agrupamento;01. Aprendiz;2025-02-28 12:38:41
1258;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Machine Learning - Associação;01. Aprendiz;2025-02-28 12:38:41
1259;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Machine Learning - Classificação;01. Aprendiz;2025-02-28 12:38:41
1260;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Machine Learning - Regressão;01. Aprendiz;2025-02-28 12:38:41
1261;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Negociação;03. Profissional;2025-02-28 12:38:41
1262;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Orquestrador de Pipelines;03. Profissional;2025-02-28 12:38:41
1263;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Python / R / Julia;04. Expert;2025-02-28 12:38:41
1264;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Simplificação;04. Expert;2025-02-28 12:38:41
1265;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;SQL;04. Expert;2025-02-28 12:38:41
1266;30efd247-b5cd-4e5e-b5dd-734b0b1223d8;Teste de hipótese e Teste A/B;01. Aprendiz;2025-02-28 12:38:41
1267;2fea9604-847a-4f99-9665-f5af7209a3ea;Apresentação / Storytelling;03. Profissional;2025-02-28 12:40:31
1268;2fea9604-847a-4f99-9665-f5af7209a3ea;Comunicação;03. Profissional;2025-02-28 12:40:31
1269;2fea9604-847a-4f99-9665-f5af7209a3ea;Data Visualization;03. Profissional;2025-02-28 12:40:31
1270;2fea9604-847a-4f99-9665-f5af7209a3ea;Estatística descritiva;02. Iniciante;2025-02-28 12:40:31
1271;2fea9604-847a-4f99-9665-f5af7209a3ea;ETL;03. Profissional;2025-02-28 12:40:31
1272;2fea9604-847a-4f99-9665-f5af7209a3ea;Gestão / Liderança;00. Não esperada;2025-02-28 12:40:31
1273;2fea9604-847a-4f99-9665-f5af7209a3ea;Git / GitHub / GitLab / BitBucket;03. Profissional;2025-02-28 12:40:31
1274;2fea9604-847a-4f99-9665-f5af7209a3ea;Inteligência Emocional;03. Profissional;2025-02-28 12:40:31
