idCursoEpisodioCompleto;idUsuario;descSlugCurso;descSlugCursoEpisodio;dtCriacao
5853;ef96db7e-19aa-451a-8524-bbb17e70cef5;python-2025;ep-09;2025-07-09 01:01:59
5854;ef96db7e-19aa-451a-8524-bbb17e70cef5;python-2025;ep-10;2025-07-09 01:02:00
5855;ef96db7e-19aa-451a-8524-bbb17e70cef5;python-2025;ep-11;2025-07-09 01:02:01
5856;ef96db7e-19aa-451a-8524-bbb17e70cef5;python-2025;ep-12;2025-07-09 01:02:03
5857;ef96db7e-19aa-451a-8524-bbb17e70cef5;python-2025;ep-13;2025-07-09 01:02:06
5858;ef96db7e-19aa-451a-8524-bbb17e70cef5;python-2025;ep-14;2025-07-09 01:02:07
5859;6217ef98-c17e-492b-9f58-85b7c7d5516d;python-2025;ep-02;2025-07-09 01:13:50
5860;00a2b905-415d-45c4-96c3-899cc71e4847;python-2025;ep-10;2025-07-09 01:23:53
5861;6217ef98-c17e-492b-9f58-85b7c7d5516d;python-2025;ep-03;2025-07-09 01:24:57
5862;916baf7e-1df5-4c68-8af2-7e825127df41;python-2025;ep-07;2025-07-09 01:45:18
5863;1862721e-c91c-4f60-a1d6-82c6d2e70b58;github-2025;ep-06;2025-07-09 02:36:38
5864;42353685-8229-4931-904d-14ffb1bd431e;python-2025;ep-03;2025-07-09 03:06:03
5865;e4269e2d-535f-4158-986b-4096cfd8c46e;python-2025;ep-08;2025-07-09 04:10:26
5866;e4269e2d-535f-4158-986b-4096cfd8c46e;python-2025;ep-09;2025-07-09 04:10:28
5867;3b755668-672d-482b-b57b-77a431869511;python-2025;ep-02;2025-07-09 05:45:57
5868;5cf20331-e5e8-4b5e-968f-67504fec5e13;pandas-2025;ep-01;2025-07-09 11:48:22
5869;1865f9a0-bac0-4e04-93c5-14abc262d3e7;pandas-2025;ep-13;2025-07-09 12:07:55
5870;c1981f0d-2618-4b60-956f-8d07995f707d;pandas-2025;ep-02;2025-07-09 12:32:04
5871;3cf80b23-b1ff-426d-ab2d-1576f232f351;github-2025;ep-07;2025-07-09 12:56:20
5873;1865f9a0-bac0-4e04-93c5-14abc262d3e7;pandas-2025;ep-14;2025-07-09 13:55:17
5874;c1bcef80-d09a-4112-a341-12511b2028aa;sql-2020;ep-01;2025-07-09 14:01:13
5875;1b3d1b5c-0f85-472a-a5f2-d9d02e5c9085;python-2025;ep-10;2025-07-09 14:04:19
5876;1b3d1b5c-0f85-472a-a5f2-d9d02e5c9085;python-2025;ep-11;2025-07-09 14:04:21
5877;1b3d1b5c-0f85-472a-a5f2-d9d02e5c9085;python-2025;ep-12;2025-07-09 14:04:22
5878;1b3d1b5c-0f85-472a-a5f2-d9d02e5c9085;python-2025;ep-13;2025-07-09 14:04:23
5879;1b3d1b5c-0f85-472a-a5f2-d9d02e5c9085;python-2025;ep-14;2025-07-09 14:04:25
5880;1b3d1b5c-0f85-472a-a5f2-d9d02e5c9085;pandas-2025;ep-01;2025-07-09 14:04:33
5881;3cf80b23-b1ff-426d-ab2d-1576f232f351;github-2025;ep-08;2025-07-09 14:04:48
5882;1b3d1b5c-0f85-472a-a5f2-d9d02e5c9085;estatistica-2025;ep-01;2025-07-09 14:15:27
5883;1b3d1b5c-0f85-472a-a5f2-d9d02e5c9085;estatistica-2025;ep-02;2025-07-09 14:15:30
5884;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-01;2025-07-09 14:25:08
5885;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-02;2025-07-09 14:25:09
5886;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-03;2025-07-09 14:25:15
5887;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-04;2025-07-09 14:25:18
5888;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-05;2025-07-09 14:25:21
5889;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-06;2025-07-09 14:25:23
5890;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-07;2025-07-09 14:25:25
5891;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-08;2025-07-09 14:25:28
5892;3cf80b23-b1ff-426d-ab2d-1576f232f351;github-2025;ep-09;2025-07-09 14:29:26
5893;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-09;2025-07-09 14:40:58
5894;02a3fb95-1dd1-449d-839f-a65a7f151a70;github-2025;ep-03;2025-07-09 14:41:29
5895;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-10;2025-07-09 14:43:34
5896;1865f9a0-bac0-4e04-93c5-14abc262d3e7;pandas-2025;ep-15;2025-07-09 14:44:27
5898;1865f9a0-bac0-4e04-93c5-14abc262d3e7;pandas-2025;ep-16;2025-07-09 15:49:07
5899;1865f9a0-bac0-4e04-93c5-14abc262d3e7;pandas-2025;ep-17;2025-07-09 16:31:03
5900;2c356fd6-3257-49ee-a0a6-3512eb17135d;python-2025;ep-01;2025-07-09 16:35:07
5901;c8299b58-89e8-4195-9e63-52f5b22e993c;python-2025;ep-01;2025-07-09 16:51:49
5902;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-11;2025-07-09 17:02:06
5903;a787d8b2-6139-4ebb-81c7-a18abd8a2ff8;python-2025;ep-06;2025-07-09 17:04:53
5904;3a65a77c-4c4e-46f9-8f1e-8cb7f83a1b6d;estatistica-2025;ep-02;2025-07-09 17:11:53
5905;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-12;2025-07-09 17:31:11
5906;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-13;2025-07-09 17:31:13
5907;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;python-2025;ep-14;2025-07-09 17:31:14
5908;3a65a77c-4c4e-46f9-8f1e-8cb7f83a1b6d;estatistica-2025;ep-03;2025-07-09 17:36:32
5909;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-01;2025-07-09 18:24:06
5910;1f7c1efd-631e-42a3-979a-408717e968d1;pandas-2025;ep-01;2025-07-09 18:28:16
5911;1f7c1efd-631e-42a3-979a-408717e968d1;pandas-2025;ep-02;2025-07-09 18:28:18
5912;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-02;2025-07-09 18:36:28
5913;1f7c1efd-631e-42a3-979a-408717e968d1;pandas-2025;ep-03;2025-07-09 18:47:18
5914;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-03;2025-07-09 18:48:15
5915;b47dcb63-04cc-4021-8d71-072430fb3632;github-2025;ep-01;2025-07-09 18:53:43
5916;c8299b58-89e8-4195-9e63-52f5b22e993c;python-2025;ep-02;2025-07-09 18:54:56
5917;f0cc2636-a3f7-4205-9196-d9efa7ed11c7;sql-2020;ep-01;2025-07-09 19:51:50
5918;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-04;2025-07-09 20:21:54
5919;b7f7fa09-d2d9-404e-b408-0aa34df365af;github-2025;ep-05;2025-07-09 20:42:06
5920;b7f7fa09-d2d9-404e-b408-0aa34df365af;github-2025;ep-06;2025-07-09 20:42:07
5921;b7f7fa09-d2d9-404e-b408-0aa34df365af;github-2025;ep-07;2025-07-09 20:42:15
5922;b7f7fa09-d2d9-404e-b408-0aa34df365af;github-2025;ep-08;2025-07-09 20:42:22
5923;b7f7fa09-d2d9-404e-b408-0aa34df365af;github-2025;ep-09;2025-07-09 20:42:26
5924;b7f7fa09-d2d9-404e-b408-0aa34df365af;sql-2020;ep-01;2025-07-09 20:44:19
5925;b7f7fa09-d2d9-404e-b408-0aa34df365af;sql-2020;ep-02;2025-07-09 20:44:23
5926;b7f7fa09-d2d9-404e-b408-0aa34df365af;sql-2020;ep-03;2025-07-09 20:44:26
5927;b7f7fa09-d2d9-404e-b408-0aa34df365af;sql-2020;ep-04;2025-07-09 20:44:27
5928;b7f7fa09-d2d9-404e-b408-0aa34df365af;sql-2020;ep-05;2025-07-09 20:44:33
5929;b7f7fa09-d2d9-404e-b408-0aa34df365af;sql-2020;ep-06;2025-07-09 20:44:33
5930;b7f7fa09-d2d9-404e-b408-0aa34df365af;sql-2020;ep-07;2025-07-09 20:44:33
5931;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-05;2025-07-09 21:16:06
5932;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-06;2025-07-09 21:16:08
5933;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-07;2025-07-09 21:16:16
5934;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-08;2025-07-09 21:16:24
5935;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-09;2025-07-09 21:16:31
5936;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-10;2025-07-09 21:16:42
5937;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-12;2025-07-09 21:16:48
5938;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-11;2025-07-09 21:16:49
5939;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-13;2025-07-09 21:17:00
5940;78c2081a-10d1-472c-be60-b507c485368d;python-2025;ep-14;2025-07-09 21:17:01
5941;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-05;2025-07-09 21:22:21
5942;46834b15-ba13-40d4-b716-2dbd018a6273;python-2025;ep-13;2025-07-09 21:38:16
5943;46834b15-ba13-40d4-b716-2dbd018a6273;python-2025;ep-14;2025-07-09 21:52:47
5944;8d45eb85-06be-45f0-8f12-1bfbac488f07;estatistica-2025;ep-12;2025-07-09 21:56:49
5945;b0652e19-c336-45ef-90ad-36b828b19793;estatistica-2025;ep-03;2025-07-09 21:57:42
5946;e4ef04e3-ad48-469c-949d-1df2801f7ad7;python-2025;ep-01;2025-07-09 22:02:41
5948;e4269e2d-535f-4158-986b-4096cfd8c46e;python-2025;ep-10;2025-07-09 22:32:10
5949;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-06;2025-07-09 22:34:27
5950;8a8a6846-8a50-4703-84c4-8bd0b59f4bee;python-2025;ep-01;2025-07-09 22:35:18
5951;1dfc02ca-60f5-419a-9044-8872a9c2b5b8;estatistica-2025;ep-02;2025-07-09 22:40:48
5952;d6128149-3d64-4b8a-94bc-76d9469e3360;machine-learning-2025;ep-01;2025-07-09 22:48:44
5953;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-07;2025-07-09 22:50:57
5954;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-08;2025-07-09 23:10:12
5955;1dfc02ca-60f5-419a-9044-8872a9c2b5b8;estatistica-2025;ep-03;2025-07-09 23:28:52
5956;9938e4da-47ea-4303-aa38-97f16d5381f4;python-2025;ep-11;2025-07-09 23:52:43
5957;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-09;2025-07-10 00:00:52
5958;3b3884a8-bdd3-4669-b851-8d178359dcaa;python-2025;ep-01;2025-07-10 00:27:06
5959;3b3884a8-bdd3-4669-b851-8d178359dcaa;python-2025;ep-02;2025-07-10 00:41:25
5960;5a7b9ca2-d773-43a2-9fe9-78ad28d265ff;python-2025;ep-01;2025-07-10 01:42:07
5961;1862721e-c91c-4f60-a1d6-82c6d2e70b58;github-2025;ep-07;2025-07-10 02:24:42
5962;d202281e-9372-4ac1-8205-5f304d24f3ac;python-2025;ep-04;2025-07-10 02:27:50
5963;5a7b9ca2-d773-43a2-9fe9-78ad28d265ff;python-2025;ep-02;2025-07-10 02:34:15
5964;4a0f7f8d-b0af-4f62-87da-e7fb297901c1;ml-2024;ep-04;2025-07-10 11:49:54
5965;7b36223c-8219-46dd-9c53-d861642e8126;pandas-2025;ep-02;2025-07-10 11:56:25
5966;7b36223c-8219-46dd-9c53-d861642e8126;pandas-2025;ep-03;2025-07-10 11:56:26
5967;2cdbb365-68bf-4554-824f-fc9a3450bd75;github-2025;ep-01;2025-07-10 12:51:06
5968;2cdbb365-68bf-4554-824f-fc9a3450bd75;github-2025;ep-02;2025-07-10 12:51:08
5969;2cdbb365-68bf-4554-824f-fc9a3450bd75;github-2025;ep-03;2025-07-10 12:51:11
5970;2cdbb365-68bf-4554-824f-fc9a3450bd75;github-2025;ep-04;2025-07-10 12:51:14
5971;fcccac55-4562-4f3f-be78-6d7b5ef39319;sql-2020;ep-01;2025-07-10 14:33:20
5972;8e22475e-6f13-44b4-961b-0f327ffc2b2d;python-2025;ep-02;2025-07-10 14:45:17
5973;8e22475e-6f13-44b4-961b-0f327ffc2b2d;python-2025;ep-03;2025-07-10 15:04:24
5974;8d45eb85-06be-45f0-8f12-1bfbac488f07;sql-2020;ep-05;2025-07-10 16:24:37
5975;11ffc149-3e36-4ffa-9b4e-80554dacee5c;python-2025;ep-01;2025-07-10 17:30:26
5976;aa5370c8-1db7-4da9-a903-f104a94af50a;machine-learning-2025;ep-01;2025-07-10 17:37:21
5977;aa5370c8-1db7-4da9-a903-f104a94af50a;machine-learning-2025;ep-02;2025-07-10 17:37:23
5978;11ffc149-3e36-4ffa-9b4e-80554dacee5c;python-2025;ep-02;2025-07-10 17:54:55
5979;b641c155-bd58-45bf-a2b3-e12c0f214962;github-2025;ep-01;2025-07-10 18:15:07
5980;02e31b18-6cc4-4ce9-8498-5769d12373f5;python-2025;ep-01;2025-07-10 18:53:46
5981;ddb8595d-59f4-4e6b-970e-b32ef0cf6643;github-2025;ep-01;2025-07-10 19:07:26
5982;ddb8595d-59f4-4e6b-970e-b32ef0cf6643;github-2025;ep-02;2025-07-10 19:07:29
5983;893134f6-900b-4889-878c-d02de492fdb8;sql-2020;ep-01;2025-07-10 19:35:47
5984;893134f6-900b-4889-878c-d02de492fdb8;sql-2020;ep-02;2025-07-10 19:35:49
5985;893134f6-900b-4889-878c-d02de492fdb8;sql-2020;ep-03;2025-07-10 19:35:51
5986;af7849ec-0645-4147-98aa-1fe35a43d9c8;github-2025;ep-01;2025-07-10 20:04:10
5987;fa70ac05-4771-40c0-8992-4bd50909cbd9;python-2025;ep-01;2025-07-10 20:06:21
5988;fa70ac05-4771-40c0-8992-4bd50909cbd9;python-2025;ep-02;2025-07-10 20:20:53
5989;8d45eb85-06be-45f0-8f12-1bfbac488f07;sql-2020;ep-06;2025-07-10 20:22:28
5990;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-10;2025-07-10 20:41:12
5991;5cf20331-e5e8-4b5e-968f-67504fec5e13;pandas-2025;ep-02;2025-07-10 20:42:01
5992;3a65a77c-4c4e-46f9-8f1e-8cb7f83a1b6d;estatistica-2025;ep-04;2025-07-10 20:55:55
5993;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-11;2025-07-10 20:56:57
5994;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-01;2025-07-10 21:06:09
5995;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-02;2025-07-10 21:06:09
5996;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-03;2025-07-10 21:06:10
5997;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-04;2025-07-10 21:06:11
5998;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-05;2025-07-10 21:06:13
5999;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-06;2025-07-10 21:06:14
6000;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-07;2025-07-10 21:06:14
6001;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-08;2025-07-10 21:06:15
6002;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-09;2025-07-10 21:06:15
6003;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-10;2025-07-10 21:06:17
6004;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-11;2025-07-10 21:06:18
6005;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-12;2025-07-10 21:06:18
6006;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-13;2025-07-10 21:06:19
6007;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-14;2025-07-10 21:06:20
6008;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-15;2025-07-10 21:06:21
6009;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-16;2025-07-10 21:06:22
6010;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-17;2025-07-10 21:06:23
6011;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-18;2025-07-10 21:06:24
6012;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-19;2025-07-10 21:06:25
6013;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-20;2025-07-10 21:06:26
6014;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-21;2025-07-10 21:06:27
6015;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-22;2025-07-10 21:06:28
6016;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-23;2025-07-10 21:06:30
6017;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-24;2025-07-10 21:06:31
6018;748e6921-6649-44a8-b992-df8eed7f8d64;machine-learning-2025;ep-25;2025-07-10 21:06:31
6019;d202281e-9372-4ac1-8205-5f304d24f3ac;python-2025;ep-05;2025-07-10 21:10:04
6020;893134f6-900b-4889-878c-d02de492fdb8;python-2025;ep-01;2025-07-10 21:10:14
6021;893134f6-900b-4889-878c-d02de492fdb8;python-2025;ep-02;2025-07-10 21:10:17
6022;893134f6-900b-4889-878c-d02de492fdb8;python-2025;ep-03;2025-07-10 21:10:20
6030;3a65a77c-4c4e-46f9-8f1e-8cb7f83a1b6d;estatistica-2025;ep-05;2025-07-10 21:20:52
6031;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-12;2025-07-10 21:38:12
6032;486fd892-9410-4008-a5a7-4b8f88d49b8c;trampar-lakehouse-2024;ep-01;2025-07-10 22:12:49
6033;af7849ec-0645-4147-98aa-1fe35a43d9c8;github-2025;ep-02;2025-07-10 22:34:36
6034;3b3884a8-bdd3-4669-b851-8d178359dcaa;python-2025;ep-03;2025-07-10 23:07:54
6035;b5337db6-2140-42f5-afbf-42f8e0bb2c7f;sql-2020;ep-01;2025-07-10 23:12:35
6036;b5337db6-2140-42f5-afbf-42f8e0bb2c7f;sql-2020;ep-02;2025-07-10 23:12:38
6037;af7849ec-0645-4147-98aa-1fe35a43d9c8;github-2025;ep-03;2025-07-10 23:30:37
6038;af7849ec-0645-4147-98aa-1fe35a43d9c8;github-2025;ep-04;2025-07-10 23:46:57
6039;85c3bbe7-6587-4eb5-9a6c-a94d303536c8;pandas-2025;ep-01;2025-07-10 23:51:05
6040;42353685-8229-4931-904d-14ffb1bd431e;python-2025;ep-04;2025-07-11 00:03:30
6041;af7849ec-0645-4147-98aa-1fe35a43d9c8;github-2025;ep-05;2025-07-11 00:42:25
6043;544f84dd-c941-41be-8186-93c1a7739b10;python-2025;ep-03;2025-07-11 00:51:28
6044;af7849ec-0645-4147-98aa-1fe35a43d9c8;github-2025;ep-06;2025-07-11 01:13:00
6045;af7849ec-0645-4147-98aa-1fe35a43d9c8;github-2025;ep-07;2025-07-11 01:13:09
6046;af7849ec-0645-4147-98aa-1fe35a43d9c8;github-2025;ep-08;2025-07-11 01:13:43
6047;af7849ec-0645-4147-98aa-1fe35a43d9c8;github-2025;ep-09;2025-07-11 01:13:44
6048;e4269e2d-535f-4158-986b-4096cfd8c46e;python-2025;ep-11;2025-07-11 01:20:33
6049;015d2db4-b2dd-49c5-8e8d-96d7d7664f2c;github-2025;ep-01;2025-07-11 01:24:20
6050;3a65a77c-4c4e-46f9-8f1e-8cb7f83a1b6d;estatistica-2025;ep-06;2025-07-11 01:38:15
6051;1cfdf61f-2d76-4194-bd90-33e57ae24c70;python-2025;ep-07;2025-07-11 01:58:42
6052;3a65a77c-4c4e-46f9-8f1e-8cb7f83a1b6d;estatistica-2025;ep-07;2025-07-11 02:13:18
6053;1862721e-c91c-4f60-a1d6-82c6d2e70b58;github-2025;ep-08;2025-07-11 02:21:07
6054;5a7b9ca2-d773-43a2-9fe9-78ad28d265ff;python-2025;ep-03;2025-07-11 03:01:37
6055;42353685-8229-4931-904d-14ffb1bd431e;python-2025;ep-05;2025-07-11 03:40:02
6056;42353685-8229-4931-904d-14ffb1bd431e;python-2025;ep-06;2025-07-11 03:40:05
6057;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-07;2025-07-11 04:19:14
6058;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-08;2025-07-11 04:19:44
6059;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-09;2025-07-11 04:20:06
6060;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-10;2025-07-11 04:20:35
6061;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-11;2025-07-11 04:20:56
6062;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-12;2025-07-11 04:21:30
6063;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-13;2025-07-11 04:21:59
6064;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-14;2025-07-11 04:22:56
6065;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-15;2025-07-11 04:23:33
6066;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-16;2025-07-11 04:24:18
6067;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-17;2025-07-11 04:24:43
6068;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-18;2025-07-11 04:25:11
6069;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-19;2025-07-11 04:25:33
6070;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-20;2025-07-11 04:26:03
6071;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-21;2025-07-11 04:26:27
6072;93aae821-b208-4d85-b558-2807c1ce77a2;machine-learning-2025;ep-22;2025-07-11 04:27:02
6073;93434eb8-bf40-4a22-9d20-8bdd15ec6804;estatistica-2025;ep-14;2025-07-11 11:41:55
6074;93434eb8-bf40-4a22-9d20-8bdd15ec6804;estatistica-2025;ep-15;2025-07-11 12:40:28
6075;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-01;2025-07-11 12:43:08
6076;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-02;2025-07-11 12:43:09
6077;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-03;2025-07-11 12:43:10
6078;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-04;2025-07-11 12:43:12
6079;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-05;2025-07-11 12:43:13
6080;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-06;2025-07-11 12:43:15
6081;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-07;2025-07-11 12:43:18
6082;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-08;2025-07-11 12:43:20
6083;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-09;2025-07-11 12:43:21
6084;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-10;2025-07-11 12:43:23
6085;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-11;2025-07-11 12:43:24
6086;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-12;2025-07-11 12:43:25
6087;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-13;2025-07-11 12:43:27
6088;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;python-2025;ep-14;2025-07-11 12:43:28
6089;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;pandas-2025;ep-01;2025-07-11 12:43:32
6090;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;pandas-2025;ep-02;2025-07-11 12:43:34
6091;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;pandas-2025;ep-03;2025-07-11 12:43:35
6092;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;github-2025;ep-03;2025-07-11 12:43:47
6093;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;github-2025;ep-04;2025-07-11 12:43:49
6094;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;github-2025;ep-05;2025-07-11 12:43:53
6095;2b50ab0f-15c9-4cd0-a4c8-39f73e40adb7;github-2025;ep-06;2025-07-11 12:43:55
6096;65bf4878-6088-4559-b059-d8c0bd855fb0;github-2025;ep-01;2025-07-11 13:13:50
6097;65bf4878-6088-4559-b059-d8c0bd855fb0;github-2025;ep-02;2025-07-11 14:07:57
6098;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-13;2025-07-11 16:06:31
6099;efb4d114-119a-4d8a-a9b5-521a3eddff2d;sql-2020;ep-01;2025-07-11 16:29:12
6100;efb4d114-119a-4d8a-a9b5-521a3eddff2d;sql-2020;ep-02;2025-07-11 16:29:14
6101;93434eb8-bf40-4a22-9d20-8bdd15ec6804;python-2025;ep-05;2025-07-11 17:27:07
6102;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-01;2025-07-11 17:27:23
6103;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-02;2025-07-11 17:27:24
6104;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-03;2025-07-11 17:27:25
6105;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-04;2025-07-11 17:27:26
6106;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-05;2025-07-11 17:27:28
6107;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-06;2025-07-11 17:27:29
6108;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-07;2025-07-11 17:27:30
6109;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-08;2025-07-11 17:27:31
6110;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-09;2025-07-11 17:27:33
6111;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-10;2025-07-11 17:27:35
6112;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-11;2025-07-11 17:27:36
6113;42b8a775-f1ce-4a19-8faf-817ee5bec11a;estatistica-2025;ep-12;2025-07-11 17:27:37
6114;1865f9a0-bac0-4e04-93c5-14abc262d3e7;estatistica-2025;ep-14;2025-07-11 17:28:13
6115;b51e9800-d1d1-43c7-9837-c4df6aa44624;estatistica-2025;ep-16;2025-07-11 18:02:05
6116;fa70ac05-4771-40c0-8992-4bd50909cbd9;python-2025;ep-03;2025-07-11 18:21:13
6117;fa70ac05-4771-40c0-8992-4bd50909cbd9;python-2025;ep-04;2025-07-11 18:21:14
6118;edfd41e9-5b1b-4073-8fc5-d07e3020bc6b;sql-2020;ep-07;2025-07-11 19:23:06
